Item Label,URI,Citation URI,Project,Project URI,Context,Context [2],Context [3],Context [4],Context [5],Context [6],Context [7],Context URI,Latitude (WGS 84),Longitude (WGS 84),Early BCE/CE,Late BCE/CE,Item Category,icon,Thumbnail,Published Date,Updated Date,Consists of,Consists of [URI],Has type,Has type [URI],Has type [cidoc-crm-p2-has-type],Has type [cidoc-crm-p2-has-type] [URI],Consists of [cidoc-crm-p45-consists-of],Consists of [cidoc-crm-p45-consists-of] [URI],Fabric Category,Object Type [24-object-type],Object Type,Find Year,Main Fabric,Main Object Type
PC 19950165,http://opencontext.org/subjects/447416a8-22b0-4d50-7abe-e3f5a8aeb078,https://n2t.net/ark:/28722/k2tq5wd5r,Murlo,https://opencontext.org/projects/df043419-f23b-41da-7e4d-ee52af22f92f,Europe,Italy,Poggio Civitate,Tesoro,Tesoro 25,"1995, ID:106",,https://opencontext.org/subjects/e9425f5e-9aec-43f0-e0a9-2d64f97f5d2a,43.152763066376636,11.401188947469675,-700,-535,Object,https://opencontext.org/static/oc/icons-v2/object-icon-draft-2.svg,"https://iiif.archive.org/iiif/opencontext-24-19950165dbtjpg/full/150,/0/default.jpg",2012-12-28T00:00:00Z,2024-01-31T09:16:09Z,antler (material),https://vocab.getty.edu/aat/300011796,,,,,,,Antler,,Production Material::Worked Antler,1995,Antler,Production Material
PC 19940097,http://opencontext.org/subjects/5435adbc-8624-44b6-ed41-bb8371e77e7e,https://n2t.net/ark:/28722/k2sx6889k,Murlo,https://opencontext.org/projects/df043419-f23b-41da-7e4d-ee52af22f92f,Europe,Italy,Poggio Civitate,Tesoro,Tesoro 25,"1994, ID:105",,https://opencontext.org/subjects/49f45331-eb08-4e19-fa31-4c9ac639c388,43.15275129820728,11.401195582639039,-700,-535,Object,https://opencontext.org/static/oc/icons-v2/object-icon-draft-2.svg,"https://iiif.archive.org/iiif/opencontext-24-19940097bwjpg/full/150,/0/default.jpg",2012-12-28T00:00:00Z,2024-01-31T01:25:48Z,bone (material),https://vocab.getty.edu/aat/300011798,,,,,,,Bone,,,1994,Bone,
PC 19680019,http://opencontext.org/subjects/a47f7859-d894-4d9e-1c16-a9b0385e25d3,https://n2t.net/ark:/28722/k2dn43t7s,Murlo,https://opencontext.org/projects/df043419-f23b-41da-7e4d-ee52af22f92f,Europe,Italy,Poggio Civitate,Civitate A,Civitate A 2G,"1968, ID:160",,https://opencontext.org/subjects/a5e7af56-bb36-4490-2eeb-9f9ea2ae1368,43.153217685758776,11.400693790019501,-700,-535,Architectural Element,https://opencontext.org/static/oc/icons-v2/noun-architecture-column-3507450.svg,https://storage.googleapis.com/opencontext-media/internet-archive/ia-thumbnails/24-19680019jpg.jpg,2012-12-28T00:00:00Z,2024-01-31T08:55:33Z,clay,https://vocab.getty.edu/aat/300010439,antefixes,https://vocab.getty.edu/aat/300002217,Antefix,https://en.wikipedia.org/wiki/Antefix,,,Clay,,Architectural::Antefix,1968,Clay,Architectural
PC 20160071,http://opencontext.org/subjects/1060bb47-3505-4696-9cda-d30e26d24d3a,https://n2t.net/ark:/28722/k2bp0cv3t,Murlo,https://opencontext.org/projects/df043419-f23b-41da-7e4d-ee52af22f92f,Europe,Italy,Poggio Civitate,Tesoro,Tesoro 88,"2016, ID:725",Locus 3,https://opencontext.org/subjects/afc91ceb-71c5-4980-af43-4eb13ea857e5,43.15288017104732,11.400849207117872,-700,-535,Object,https://opencontext.org/static/oc/icons-v2/object-icon-draft-2.svg,https://artiraq.org/static/opencontext/poggio-civitate/to-2017/thumbs/20160071c.jpg,2017-10-04T04:34:16Z,2023-10-07T07:29:58Z,Impasto (pottery),https://en.wikipedia.org/wiki/Impasto_(pottery),whorls (spindle flywheels),https://vocab.getty.edu/aat/300263796,,,,,Impasto,,Textile Related::Spindle Whorl,2016,Impasto,Textile Related
PC 19830060,http://opencontext.org/subjects/bb8ceb08-7224-4e64-b4dd-59416c8c2b02,https://n2t.net/ark:/28722/k2hx19q5h,Murlo,https://opencontext.org/projects/df043419-f23b-41da-7e4d-ee52af22f92f,Europe,Italy,Poggio Civitate,Tesoro,Tesoro 26,"1983, ID:116",,https://opencontext.org/subjects/e41e9373-bad4-4064-a200-bfeaeca5fabd,43.15261427966672,11.401903217522154,-700,-535,Object,https://opencontext.org/static/oc/icons-v2/object-icon-draft-2.svg,https://storage.googleapis.com/opencontext-media/internet-archive/ia-thumbnails/24-19830060topjpg.jpg,2012-12-28T00:00:00Z,2024-01-31T17:42:04Z,bone (material),https://vocab.getty.edu/aat/300011798,inlays (decorations),https://vocab.getty.edu/aat/300256033,,,,,Bone,,Ornament::Inlay / Inset,1983,Bone,Ornament
VdM20165092,http://opencontext.org/subjects/cb6c629d-b80a-46f4-98fb-8021da367bf6,https://n2t.net/ark:/28722/k20c5887k,Murlo,https://opencontext.org/projects/df043419-f23b-41da-7e4d-ee52af22f92f,Europe,Italy,Vescovado di Murlo,Upper Vescovado,Vescovado 13,"2016, ID:723",Locus 6,https://opencontext.org/subjects/99062dac-7d5d-4334-9e12-15c6d99b79af,43.17129620378997,11.390991991012195,-535,-50,Object,https://opencontext.org/static/oc/icons-v2/object-icon-draft-2.svg,https://artiraq.org/static/opencontext/poggio-civitate/2018-media/thumbs/20165092c-11-56-39.jpg,2019-07-28T15:44:19Z,2023-10-07T07:53:52Z,terracotta (clay material),https://vocab.getty.edu/aat/300010669,,,,,Terracotta,https://en.wikipedia.org/wiki/Terracotta,Terracotta,,Unclassified / Debris / Misc.,2016,Terracotta,Unclassified / Debris / Misc.
PC 20070181,http://opencontext.org/subjects/e404367f-6097-4084-6ebe-287924aea0e8,https://n2t.net/ark:/28722/k2m042w25,Murlo,https://opencontext.org/projects/df043419-f23b-41da-7e4d-ee52af22f92f,Europe,Italy,Poggio Civitate,Tesoro,Tesoro 46,"2007, ID:585",Locus 8,https://opencontext.org/subjects/dde53679-b36e-432c-9952-e835449fa994,43.152749123286604,11.401905056997181,-700,-535,Object,https://opencontext.org/static/oc/icons-v2/object-icon-draft-2.svg,"https://iiif.archive.org/iiif/opencontext-24-20070181sidejpg/full/150,/0/default.jpg",2012-12-28T00:00:00Z,2024-01-31T18:42:58Z,Impasto (pottery),https://en.wikipedia.org/wiki/Impasto_(pottery),spools,https://vocab.getty.edu/aat/300023528,,,,,Impasto,,Textile Related::Rocchetto,2007,Impasto,Textile Related
PC 19680438,http://opencontext.org/subjects/5df4e315-5fba-4f52-9c9f-32562b39fda5,https://n2t.net/ark:/28722/k2th8gk15,Murlo,https://opencontext.org/projects/df043419-f23b-41da-7e4d-ee52af22f92f,Europe,Italy,Poggio Civitate,Agger,Agger 1,"1968, ID:257",,https://opencontext.org/subjects/4daf1629-9562-4894-53be-76aaa63e2bb3,43.153506156390634,11.401430688699065,-700,-535,Pottery,https://opencontext.org/static/oc/icons-v2/noun-pottery-2956136.svg,https://storage.googleapis.com/opencontext-media/internet-archive/ia-thumbnails/24-19680438hgjpg.jpg,2012-12-28T00:00:00Z,2024-01-31T14:35:47Z,clay,https://vocab.getty.edu/aat/300010439,vases,https://vocab.getty.edu/aat/300132254,pottery (visual works),https://vocab.getty.edu/aat/300010666,,,Clay,,Vessel,1968,Clay,Vessel
PC 19720401,http://opencontext.org/subjects/a92c3547-2123-4dd3-1db4-88a3dfa04b46,https://n2t.net/ark:/28722/k2cc19k11,Murlo,https://opencontext.org/projects/df043419-f23b-41da-7e4d-ee52af22f92f,Europe,Italy,Poggio Civitate,Tesoro Rectangle,Tesoro Rectangle 5,"1972, ID:435",,https://opencontext.org/subjects/d73ecd3f-23df-477b-8939-9a22f46c2312,43.1534236035516,11.401480710161277,-700,-535,Pottery,https://opencontext.org/static/oc/icons-v2/noun-pottery-2956136.svg,https://storage.googleapis.com/opencontext-media/internet-archive/ia-thumbnails/24-19720401jpg.jpg,2012-12-28T00:00:00Z,2024-01-31T12:07:47Z,bucchero ware,https://vocab.getty.edu/aat/300387149,,,,,Bucchero,https://en.wikipedia.org/wiki/Bucchero,Bucchero,,Vessel,1972,Bucchero,Vessel
PC 19980125,http://opencontext.org/subjects/aa81dbbd-6136-4461-7b5b-8c55eab67e09,https://n2t.net/ark:/28722/k29c77s1j,Murlo,https://opencontext.org/projects/df043419-f23b-41da-7e4d-ee52af22f92f,Europe,Italy,Poggio Civitate,Tesoro South Flank,Tesoro South Flank 0,"1998, ID:406",,https://opencontext.org/subjects/78bb679e-20f6-499c-c274-16bb6a3cd53d,43.153028163483974,11.401251930437965,-700,-535,Object,https://opencontext.org/static/oc/icons-v2/object-icon-draft-2.svg,https://storage.googleapis.com/opencontext-media/internet-archive/ia-thumbnails/24-19980125cjpg.jpg,2012-12-28T00:00:00Z,2024-01-31T21:01:36Z,bucchero ware,https://vocab.getty.edu/aat/300387149,whorls (spindle flywheels),https://vocab.getty.edu/aat/300263796,,,Bucchero,https://en.wikipedia.org/wiki/Bucchero,Bucchero,,Textile Related::Spindle Whorl,1998,Bucchero,Textile Related
PC 19670091,http://opencontext.org/subjects/10125929-6826-4e87-2237-674fe710aab9,https://n2t.net/ark:/28722/k29p31471,Murlo,https://opencontext.org/projects/df043419-f23b-41da-7e4d-ee52af22f92f,Europe,Italy,Poggio Civitate,Civitate A,Civitate A 2D,"1967, ID:159",,https://opencontext.org/subjects/09e36d34-e5da-432e-9367-057d3ecf26f6,43.153248037131874,11.400678097049706,-700,-535,Object,https://opencontext.org/static/oc/icons-v2/object-icon-draft-2.svg,"https://iiif.archive.org/iiif/opencontext-24-19670091illjpg/full/150,/0/default.jpg",2012-12-28T00:00:00Z,2024-01-31T11:10:23Z,clay,https://vocab.getty.edu/aat/300010439,finials,https://vocab.getty.edu/aat/300002280,,,,,Clay,,Ornament::Finial,1967,Clay,Ornament
PC 19690376,http://opencontext.org/subjects/ff1a5c56-e7b2-4bfc-48ae-9f187b9cefba,https://n2t.net/ark:/28722/k24t6wv3t,Murlo,https://opencontext.org/projects/df043419-f23b-41da-7e4d-ee52af22f92f,Europe,Italy,Poggio Civitate,Civitate C,Civitate C 3,"1969, ID:240",,https://opencontext.org/subjects/843b05f2-7df7-4ee2-efa3-bffe76dc5d37,43.151725587034,11.402415508694,-700,-535,Architectural Element,https://opencontext.org/static/oc/icons-v2/noun-architecture-column-3507450.svg,"https://iiif.archive.org/iiif/opencontext-24-19690376bwjpg/full/150,/0/default.jpg",2012-12-28T00:00:00Z,2024-01-31T22:13:05Z,terracotta (clay material),https://vocab.getty.edu/aat/300010669,acroteria,https://vocab.getty.edu/aat/300002214,Acroterion,https://en.wikipedia.org/wiki/Acroterion,Terracotta,https://en.wikipedia.org/wiki/Terracotta,Terracotta,,Architectural::Akroterion,1969,Terracotta,Architectural
PC 19760030,http://opencontext.org/subjects/6a4caf6d-e133-4654-0511-c942a9689329,https://n2t.net/ark:/28722/k2zk59m58,Murlo,https://opencontext.org/projects/df043419-f23b-41da-7e4d-ee52af22f92f,Europe,Italy,Poggio Civitate,Tesoro,Tesoro 19 Extension,"1976, ID:79",,https://opencontext.org/subjects/1c8a3854-31c8-42dc-d4bb-254ecce95b62,43.153535470635696,11.401819904027246,-700,-535,Architectural Element,https://opencontext.org/static/oc/icons-v2/noun-architecture-column-3507450.svg,https://storage.googleapis.com/opencontext-media/internet-archive/ia-thumbnails/24-19760030bwjpg.jpg,2012-12-28T00:00:00Z,2024-01-31T15:46:55Z,terracotta (clay material),https://vocab.getty.edu/aat/300010669,plaques (flat objects),https://vocab.getty.edu/aat/300010262,,,Terracotta,https://en.wikipedia.org/wiki/Terracotta,Terracotta,,Architectural::Frieze Plaque,1976,Terracotta,Architectural
PC 19960088,http://opencontext.org/subjects/ca6042cc-4f01-4be7-4d27-d021b3cee94e,https://n2t.net/ark:/28722/k2qf94d5g,Murlo,https://opencontext.org/projects/df043419-f23b-41da-7e4d-ee52af22f92f,Europe,Italy,Poggio Civitate,Tesoro South Flank,Tesoro South Flank 0,"1996, ID:305",,https://opencontext.org/subjects/1f515d40-4915-4b7c-a644-07addd89acd4,43.153065357000536,11.401307807265482,-700,-535,Pottery,https://opencontext.org/static/oc/icons-v2/noun-pottery-2956136.svg,"https://iiif.archive.org/iiif/opencontext-24-19960088bjpg/full/150,/0/default.jpg",2012-12-28T00:00:00Z,2024-01-31T10:16:12Z,Impasto (pottery),https://en.wikipedia.org/wiki/Impasto_(pottery),pottery (visual works),https://vocab.getty.edu/aat/300010666,,,,,Impasto,,Vessel,1996,Impasto,Vessel
PC 19700336,http://opencontext.org/subjects/06e19aa5-9c12-4c80-3a9d-a29effffa7b9,https://n2t.net/ark:/28722/k2gt5kd2h,Murlo,https://opencontext.org/projects/df043419-f23b-41da-7e4d-ee52af22f92f,Europe,Italy,Poggio Civitate,Civitate A,Civitate A 24,"1970, ID:439",,https://opencontext.org/subjects/36aa7f2a-f090-43a2-b5c8-a18b16276e6b,43.15295722518472,11.400977187583917,-700,-535,Pottery,https://opencontext.org/static/oc/icons-v2/noun-pottery-2956136.svg,"https://iiif.archive.org/iiif/opencontext-24-19700336illjpg/full/150,/0/default.jpg",2012-12-28T00:00:00Z,2024-01-31T02:50:46Z,bucchero ware,https://vocab.getty.edu/aat/300387149,bowls (vessels),https://vocab.getty.edu/aat/300203596,,,Bucchero,https://en.wikipedia.org/wiki/Bucchero,Bucchero,,Vessel,1970,Bucchero,Vessel
PC 19740038,http://opencontext.org/subjects/3f675102-dc47-4cb8-9cdf-711f45feff90,https://n2t.net/ark:/28722/k2r789p50,Murlo,https://opencontext.org/projects/df043419-f23b-41da-7e4d-ee52af22f92f,Europe,Italy,Poggio Civitate,Tesoro,Tesoro 20,"1974, ID:387",,https://opencontext.org/subjects/e2ee71f0-755c-474d-3f02-d8e0b67b73de,43.15293961788863,11.401962808039105,-700,-535,Architectural Element,https://opencontext.org/static/oc/icons-v2/noun-architecture-column-3507450.svg,https://storage.googleapis.com/opencontext-media/internet-archive/ia-thumbnails/24-19740038bwjpg.jpg,2012-12-28T00:00:00Z,2024-01-31T10:47:16Z,terracotta (clay material),https://vocab.getty.edu/aat/300010669,cymas,https://vocab.getty.edu/aat/300003517,,,Terracotta,https://en.wikipedia.org/wiki/Terracotta,Terracotta,,Architectural::Lateral Sima,1974,Terracotta,Architectural
PC 20040101,http://opencontext.org/subjects/e32879d3-e800-4adf-cfee-f111a0e7a23f,https://n2t.net/ark:/28722/k21v5gc5k,Murlo,https://opencontext.org/projects/df043419-f23b-41da-7e4d-ee52af22f92f,Europe,Italy,Poggio Civitate,Tesoro,Tesoro 37A,"2004, ID:539",Locus 4,https://opencontext.org/subjects/2dd71bda-9806-4ba4-ac1d-ca9709fc2c39,43.15270062279556,11.401310517157478,-700,-535,Object,https://opencontext.org/static/oc/icons-v2/object-icon-draft-2.svg,"https://iiif.archive.org/iiif/opencontext-24-20040101ajpg/full/150,/0/default.jpg",2012-12-28T00:00:00Z,2024-02-01T01:06:21Z,bronze (metal),https://vocab.getty.edu/aat/300010957,fibulae,https://vocab.getty.edu/aat/300209303,,,,,Bronze,,"Costume, Accessories::Fibula",2004,Bronze,"Costume, Accessories"
PC 19680005,http://opencontext.org/subjects/e4d61282-aae0-44b7-712e-fdb7eaf133af,https://n2t.net/ark:/28722/k20g3mw53,Murlo,https://opencontext.org/projects/df043419-f23b-41da-7e4d-ee52af22f92f,Europe,Italy,Poggio Civitate,Civitate A,Civitate A 2G,"1968, ID:160",,https://opencontext.org/subjects/a5e7af56-bb36-4490-2eeb-9f9ea2ae1368,43.15322847717085,11.400684570706321,-700,-535,Architectural Element,https://opencontext.org/static/oc/icons-v2/noun-architecture-column-3507450.svg,"https://iiif.archive.org/iiif/opencontext-24-19680005bwjpg/full/150,/0/default.jpg",2012-12-28T00:00:00Z,2024-01-31T07:24:41Z,clay,https://vocab.getty.edu/aat/300010439,antefixes,https://vocab.getty.edu/aat/300002217,Antefix,https://en.wikipedia.org/wiki/Antefix,,,Clay,,Architectural::Antefix,1968,Clay,Architectural
PC 20070257,http://opencontext.org/subjects/0821fe2a-c9c6-4c24-3acb-b3626b015ff5,https://n2t.net/ark:/28722/k28052h9w,Murlo,https://opencontext.org/projects/df043419-f23b-41da-7e4d-ee52af22f92f,Europe,Italy,Poggio Civitate,Tesoro,Tesoro 48,"2007, ID:587",Locus 10,https://opencontext.org/subjects/6e52af90-c759-4183-823d-bfe29cd4d628,43.152720981369555,11.401960550931399,-700,-535,Pottery,https://opencontext.org/static/oc/icons-v2/noun-pottery-2956136.svg,"https://iiif.archive.org/iiif/opencontext-24-20070257jpg/full/150,/0/default.jpg",2012-12-28T00:00:00Z,2024-01-31T16:40:12Z,,,pottery (visual works),https://vocab.getty.edu/aat/300010666,,,,,Italo-Corinthian Ware,,Vessel,2007,Italo-Corinthian Ware,Vessel
PC 19680389,http://opencontext.org/subjects/3e5adc40-925f-4817-ff80-d32e8987f9de,https://n2t.net/ark:/28722/k2mk6599s,Murlo,https://opencontext.org/projects/df043419-f23b-41da-7e4d-ee52af22f92f,Europe,Italy,Poggio Civitate,Civitate A,Civitate A 2G,"1968, ID:160",,https://opencontext.org/subjects/a5e7af56-bb36-4490-2eeb-9f9ea2ae1368,43.15321366194307,11.40071776178953,-700,-535,Architectural Element,https://opencontext.org/static/oc/icons-v2/noun-architecture-column-3507450.svg,"https://iiif.archive.org/iiif/opencontext-24-19680389bwjpg/full/150,/0/default.jpg",2012-12-28T00:00:00Z,2024-01-31T13:06:29Z,terracotta (clay material),https://vocab.getty.edu/aat/300010669,plaques (flat objects),https://vocab.getty.edu/aat/300010262,,,Terracotta,https://en.wikipedia.org/wiki/Terracotta,Terracotta,,Architectural::Frieze Plaque,1968,Terracotta,Architectural
PC 19680375,http://opencontext.org/subjects/58b7140b-ed44-41db-9610-ac6ab5e94656,https://n2t.net/ark:/28722/k2n00zw0r,Murlo,https://opencontext.org/projects/df043419-f23b-41da-7e4d-ee52af22f92f,Europe,Italy,Poggio Civitate,Civitate A,Civitate A 2J,"1968, ID:163",,https://opencontext.org/subjects/e9298df1-5f47-4bc6-7086-75b9b5e0e880,43.153312011674565,11.400572040529529,-700,-535,Pottery,https://opencontext.org/static/oc/icons-v2/noun-pottery-2956136.svg,"https://iiif.archive.org/iiif/opencontext-24-19680375bwjpg/full/150,/0/default.jpg",2012-12-28T00:00:00Z,2024-01-31T06:18:57Z,clay,https://vocab.getty.edu/aat/300010439,bowls (vessels),https://vocab.getty.edu/aat/300203596,pottery (visual works),https://vocab.getty.edu/aat/300010666,,,Clay,,Vessel,1968,Clay,Vessel
PC 19720229,http://opencontext.org/subjects/97ee6f8d-5f35-4709-3f91-4da51996d025,https://n2t.net/ark:/28722/k28d09z8c,Murlo,https://opencontext.org/projects/df043419-f23b-41da-7e4d-ee52af22f92f,Europe,Italy,Poggio Civitate,Courtyard,Courtyard,"1972, ID:404",,https://opencontext.org/subjects/97b3fb48-cf5e-4d97-6fc7-e6213bae2ce7,43.15335196112887,11.401425647983565,-700,-535,Pottery,https://opencontext.org/static/oc/icons-v2/noun-pottery-2956136.svg,"https://iiif.archive.org/iiif/opencontext-24-19720229illjpg/full/150,/0/default.jpg",2012-12-28T00:00:00Z,2024-01-31T16:12:57Z,Impasto (pottery),https://en.wikipedia.org/wiki/Impasto_(pottery),pottery (visual works),https://vocab.getty.edu/aat/300010666,,,,,Impasto,,Vessel,1972,Impasto,Vessel
PC 19680580,http://opencontext.org/subjects/62a915dc-ecd2-4e47-ae86-8790d1a0d3f6,https://n2t.net/ark:/28722/k2639q58q,Murlo,https://opencontext.org/projects/df043419-f23b-41da-7e4d-ee52af22f92f,Europe,Italy,Poggio Civitate,Tesoro,Tesoro 1AN,"1968, ID:40",,https://opencontext.org/subjects/c1769d8f-a55c-4e1a-4398-8cdc1524a589,43.15342453754387,11.402094595811258,-700,-535,Architectural Element,https://opencontext.org/static/oc/icons-v2/noun-architecture-column-3507450.svg,"https://iiif.archive.org/iiif/opencontext-24-19680580-2010-003jpg/full/150,/0/default.jpg",2012-12-28T00:00:00Z,2024-01-31T20:52:46Z,terracotta (clay material),https://vocab.getty.edu/aat/300010669,acroteria,https://vocab.getty.edu/aat/300002214,Acroterion,https://en.wikipedia.org/wiki/Acroterion,Terracotta,https://en.wikipedia.org/wiki/Terracotta,Terracotta,,Architectural::Akroterion,1968,Terracotta,Architectural
PC 20150058,http://opencontext.org/subjects/6bd041fe-f6ab-458a-8db7-1573389cf081,https://n2t.net/ark:/28722/k2db8bg1q,Murlo,https://opencontext.org/projects/df043419-f23b-41da-7e4d-ee52af22f92f,Europe,Italy,Poggio Civitate,Tesoro,Tesoro 66,"2015, ID:700",Locus 11,https://opencontext.org/subjects/413a7a16-8953-4f86-89bc-bb2ff49d910e,43.152869382550044,11.400919622655685,-700,-535,Object,https://opencontext.org/static/oc/icons-v2/object-icon-draft-2.svg,,2017-10-04T04:28:29Z,2023-10-07T07:29:37Z,terracotta (clay material),https://vocab.getty.edu/aat/300010669,figurines,https://vocab.getty.edu/aat/300047455,,,Terracotta,https://en.wikipedia.org/wiki/Terracotta,Terracotta,,Figurine / Statuette,2015,Terracotta,Figurine / Statuette
PC 19690076,http://opencontext.org/subjects/85cbc7e0-7d49-4a7e-6161-0426b262ebae,https://n2t.net/ark:/28722/k2x062c9c,Murlo,https://opencontext.org/projects/df043419-f23b-41da-7e4d-ee52af22f92f,Europe,Italy,Poggio Civitate,Tesoro,Tesoro 9,"1969, ID:57",,https://opencontext.org/subjects/68f088f1-a2c1-4072-a9ab-ee6001f30cf8,43.15331933306828,11.402198551612942,-700,-535,Architectural Element,https://opencontext.org/static/oc/icons-v2/noun-architecture-column-3507450.svg,https://storage.googleapis.com/opencontext-media/internet-archive/ia-thumbnails/24-19690076jpg.jpg,2012-12-28T00:00:00Z,2024-02-01T03:37:19Z,terracotta (clay material),https://vocab.getty.edu/aat/300010669,roofing tile,https://vocab.getty.edu/aat/300010699,,,Terracotta,https://en.wikipedia.org/wiki/Terracotta,Terracotta,,Architectural::Tile (not specified),1969,Terracotta,Architectural
PC 19720193,http://opencontext.org/subjects/c2b6fe1b-9450-4ccd-333e-226b40386f01,https://n2t.net/ark:/28722/k2q81mj3b,Murlo,https://opencontext.org/projects/df043419-f23b-41da-7e4d-ee52af22f92f,Europe,Italy,Poggio Civitate,Courtyard,Courtyard,"1972, ID:404",,https://opencontext.org/subjects/97b3fb48-cf5e-4d97-6fc7-e6213bae2ce7,43.15338521303224,11.401444537190553,-700,-535,Object,https://opencontext.org/static/oc/icons-v2/object-icon-draft-2.svg,"https://iiif.archive.org/iiif/opencontext-24-19720193bwjpg/full/150,/0/default.jpg",2012-12-28T00:00:00Z,2024-01-31T08:31:17Z,bronze (metal),https://vocab.getty.edu/aat/300010957,fasteners,https://vocab.getty.edu/aat/300036363,,,,,Bronze,,Fastener::Nail / Stud,1972,Bronze,Fastener
PC 20140099,http://opencontext.org/subjects/27c575fe-5b5b-4820-99fb-a81918ad4ad2,https://n2t.net/ark:/28722/k2rr25c2r,Murlo,https://opencontext.org/projects/df043419-f23b-41da-7e4d-ee52af22f92f,Europe,Italy,Poggio Civitate,Tesoro,Tesoro 67,"2014, ID:684",Locus 4,https://opencontext.org/subjects/6e1461fe-2304-4d7d-ab50-92b1b6462562,43.152799908418814,11.401885254186091,-700,-535,Object,https://opencontext.org/static/oc/icons-v2/object-icon-draft-2.svg,,2017-10-04T04:38:00Z,2023-10-07T07:29:17Z,terracotta (clay material),https://vocab.getty.edu/aat/300010669,loom weights,https://vocab.getty.edu/aat/300248042,,,Terracotta,https://en.wikipedia.org/wiki/Terracotta,Terracotta,,Textile Related::Loom Weight,2014,Terracotta,Textile Related
