Item Label,URI,Citation URI,Project,Project URI,Context,Context [2],Context [3],Context [4],Context [5],Context [6],Context [7],Context URI,Latitude (WGS 84),Longitude (WGS 84),Early BCE/CE,Late BCE/CE,Item Category,icon,Thumbnail,Published Date,Updated Date,Consists of,Consists of [URI],Has type,Has type [URI],Has type [cidoc-crm-p2-has-type],Has type [cidoc-crm-p2-has-type] [URI],Consists of [cidoc-crm-p45-consists-of],Consists of [cidoc-crm-p45-consists-of] [URI],Fabric Category,Object Type [24-object-type],Object Type,Find Year,Main Fabric,Main Object Type
PC 20070192,http://opencontext.org/subjects/ac5b267d-c098-4f52-a728-269bba1016cc,https://n2t.net/ark:/28722/k23x87j6v,Murlo,https://opencontext.org/projects/df043419-f23b-41da-7e4d-ee52af22f92f,Europe,Italy,Poggio Civitate,Tesoro,Tesoro 46,"2007, ID:585",Locus 7,https://opencontext.org/subjects/a0196851-7900-4446-8273-038d36c50adc,43.15275550808921,11.401875004266982,-700,-535,Object,https://opencontext.org/static/oc/icons-v2/object-icon-draft-2.svg,https://storage.googleapis.com/opencontext-media/internet-archive/ia-thumbnails/24-20070192jpg.jpg,2012-12-28T00:00:00Z,2024-02-01T01:05:47Z,Impasto (pottery),https://en.wikipedia.org/wiki/Impasto_(pottery),spools,https://vocab.getty.edu/aat/300023528,,,,,Impasto,,Textile Related::Rocchetto,2007,Impasto,Textile Related
PC 19830059,http://opencontext.org/subjects/208f2d69-ccc9-489e-a2f4-e43d6e7091c0,https://n2t.net/ark:/28722/k28c9w388,Murlo,https://opencontext.org/projects/df043419-f23b-41da-7e4d-ee52af22f92f,Europe,Italy,Poggio Civitate,Tesoro,Tesoro 26,"1983, ID:116",,https://opencontext.org/subjects/e41e9373-bad4-4064-a200-bfeaeca5fabd,43.152617732542474,11.401891866264535,-700,-535,Object,https://opencontext.org/static/oc/icons-v2/object-icon-draft-2.svg,"https://iiif.archive.org/iiif/opencontext-24-19830059bwjpg/full/150,/0/default.jpg",2012-12-28T00:00:00Z,2024-01-31T13:11:57Z,bone (material),https://vocab.getty.edu/aat/300011798,inlays (decorations),https://vocab.getty.edu/aat/300256033,,,,,Bone,,Ornament::Inlay / Inset,1983,Bone,Ornament
PC 19720148,http://opencontext.org/subjects/7c4c9832-459c-4706-c294-a70f3bc364b7,https://n2t.net/ark:/28722/k2r21br10,Murlo,https://opencontext.org/projects/df043419-f23b-41da-7e4d-ee52af22f92f,Europe,Italy,Poggio Civitate,Courtyard,Courtyard,"1972, ID:404",,https://opencontext.org/subjects/97b3fb48-cf5e-4d97-6fc7-e6213bae2ce7,43.15335196112887,11.401425647983565,-700,-535,Architectural Element,https://opencontext.org/static/oc/icons-v2/noun-architecture-column-3507450.svg,https://storage.googleapis.com/opencontext-media/internet-archive/ia-thumbnails/24-19720148jpg.jpg,2012-12-28T00:00:00Z,2024-01-31T14:09:21Z,terracotta (clay material),https://vocab.getty.edu/aat/300010669,acroteria,https://vocab.getty.edu/aat/300002214,Acroterion,https://en.wikipedia.org/wiki/Acroterion,Terracotta,https://en.wikipedia.org/wiki/Terracotta,Terracotta,,Architectural::Akroterion,1972,Terracotta,Architectural
PC 19780196,http://opencontext.org/subjects/0e9151b7-9b3f-4f14-2359-45fa2e7baaa4,https://n2t.net/ark:/28722/k29c6x122,Murlo,https://opencontext.org/projects/df043419-f23b-41da-7e4d-ee52af22f92f,Europe,Italy,Poggio Civitate,Tesoro,Tesoro 23,"1978, ID:89",,https://opencontext.org/subjects/3d75850b-7ecd-4675-b297-3ff2f5106d97,43.15277151569377,11.402093310427821,-700,-535,Object,https://opencontext.org/static/oc/icons-v2/object-icon-draft-2.svg,https://storage.googleapis.com/opencontext-media/internet-archive/ia-thumbnails/24-19780196bjpg.jpg,2012-12-28T00:00:00Z,2024-01-31T20:21:02Z,bone (material),https://vocab.getty.edu/aat/300011798,inlays (decorations),https://vocab.getty.edu/aat/300256033,,,,,Bone,,Ornament::Inlay / Inset,1978,Bone,Ornament
PC 19770242,http://opencontext.org/subjects/81c9f7f9-f4ea-455d-db97-a25739a699e0,https://n2t.net/ark:/28722/k26973z5f,Murlo,https://opencontext.org/projects/df043419-f23b-41da-7e4d-ee52af22f92f,Europe,Italy,Poggio Civitate,Tesoro,Tesoro 17,"1977, ID:69",,https://opencontext.org/subjects/7f063c00-f507-4eb3-a384-b487190459e4,43.15359247825218,11.401532940282285,-700,-535,Pottery,https://opencontext.org/static/oc/icons-v2/noun-pottery-2956136.svg,https://storage.googleapis.com/opencontext-media/internet-archive/ia-thumbnails/24-19770242cjpg.jpg,2012-12-28T00:00:00Z,2024-02-01T02:41:26Z,Impasto (pottery),https://en.wikipedia.org/wiki/Impasto_(pottery),pottery (visual works),https://vocab.getty.edu/aat/300010666,,,,,Impasto,,Vessel,1977,Impasto,Vessel
PC 20120170,http://opencontext.org/subjects/a66ea467-d98b-47e8-ae1e-42b9b58ee698,https://n2t.net/ark:/28722/k2p275v5v,Murlo,https://opencontext.org/projects/df043419-f23b-41da-7e4d-ee52af22f92f,Europe,Italy,Poggio Civitate,Civitate A,Civitate A71,"2012, ID:653",Locus 7,https://opencontext.org/subjects/b7b216ed-d88f-4383-8534-65bfd2e5d5a0,43.15296888190032,11.400327482723393,-700,-535,Object,https://opencontext.org/static/oc/icons-v2/object-icon-draft-2.svg,https://artiraq.org/static/opencontext/poggio-civitate/to-2017/thumbs/20120170Top.jpg,2017-10-04T04:25:16Z,2023-10-07T07:27:44Z,Impasto (pottery),https://en.wikipedia.org/wiki/Impasto_(pottery),whorls (spindle flywheels),https://vocab.getty.edu/aat/300263796,,,,,Impasto,,Textile Related::Spindle Whorl,2012,Impasto,Textile Related
PC 19960008,http://opencontext.org/subjects/d2a9400e-5037-4022-18d8-e99f7e7d9559,https://n2t.net/ark:/28722/k2t72tg2d,Murlo,https://opencontext.org/projects/df043419-f23b-41da-7e4d-ee52af22f92f,Europe,Italy,Poggio Civitate,Civitate D,Civitate D 8,"1996, ID:251",,https://opencontext.org/subjects/fb0c00c0-f040-42e3-2ef0-3c73aee34305,43.151710891724,11.40361366272,-700,-535,Object,https://opencontext.org/static/oc/icons-v2/object-icon-draft-2.svg,https://storage.googleapis.com/opencontext-media/internet-archive/ia-thumbnails/24-19960008bwjpg.jpg,2012-12-28T00:00:00Z,2024-01-31T05:52:56Z,Impasto (pottery),https://en.wikipedia.org/wiki/Impasto_(pottery),spools,https://vocab.getty.edu/aat/300023528,,,,,Impasto,,Textile Related::Rocchetto,1996,Impasto,Textile Related
PC 20130147,http://opencontext.org/subjects/2cebcf79-401d-4933-bda9-a26780b190d6,https://n2t.net/ark:/28722/k2qv3z408,Murlo,https://opencontext.org/projects/df043419-f23b-41da-7e4d-ee52af22f92f,Europe,Italy,Poggio Civitate,Civitate A,Civitate A78,"2013, ID:663",Locus 6,https://opencontext.org/subjects/59eed718-3142-4847-8dd7-96ccf3d8bbbd,43.152999162651305,11.400399567988947,-700,-535,Pottery,https://opencontext.org/static/oc/icons-v2/noun-pottery-2956136.svg,,2017-10-04T04:38:35Z,2023-10-07T07:28:28Z,bucchero ware,https://vocab.getty.edu/aat/300387149,,,,,Bucchero,https://en.wikipedia.org/wiki/Bucchero,Bucchero,,Vessel,2013,Bucchero,Vessel
PC 19680208,http://opencontext.org/subjects/aa51258e-ed82-4e53-5f7b-8875cb42b220,https://n2t.net/ark:/28722/k2zc7ws57,Murlo,https://opencontext.org/projects/df043419-f23b-41da-7e4d-ee52af22f92f,Europe,Italy,Poggio Civitate,Civitate A,Civitate A 2K,"1968, ID:164",,https://opencontext.org/subjects/8ef7aa6f-6ce3-4b45-b488-302e52bb9615,43.15328258424411,11.400802478499877,-700,-535,Architectural Element,https://opencontext.org/static/oc/icons-v2/noun-architecture-column-3507450.svg,"https://iiif.archive.org/iiif/opencontext-24-19680208bwjpg/full/150,/0/default.jpg",2012-12-28T00:00:00Z,2024-01-31T19:53:38Z,clay,https://vocab.getty.edu/aat/300010439,antefixes,https://vocab.getty.edu/aat/300002217,Antefix,https://en.wikipedia.org/wiki/Antefix,,,Clay,,Architectural::Antefix,1968,Clay,Architectural
PC 19950176,http://opencontext.org/subjects/1550fa83-9377-4189-69fc-2f1dd834842f,https://n2t.net/ark:/28722/k2gf0rw25,Murlo,https://opencontext.org/projects/df043419-f23b-41da-7e4d-ee52af22f92f,Europe,Italy,Poggio Civitate,Tesoro,Tesoro 25,"1995, ID:106",,https://opencontext.org/subjects/e9425f5e-9aec-43f0-e0a9-2d64f97f5d2a,43.152763066376636,11.401188947469675,-700,-535,Pottery,https://opencontext.org/static/oc/icons-v2/noun-pottery-2956136.svg,"https://iiif.archive.org/iiif/opencontext-24-19950176btjpg/full/150,/0/default.jpg",2012-12-28T00:00:00Z,2024-01-31T18:17:17Z,Impasto (pottery),https://en.wikipedia.org/wiki/Impasto_(pottery),pottery (visual works),https://vocab.getty.edu/aat/300010666,,,,,Impasto,,Vessel,1995,Impasto,Vessel
VdM20060189,http://opencontext.org/subjects/26685ea3-fdb2-47d1-cb08-c19b35a473ff,https://n2t.net/ark:/28722/k2tq5rg31,Murlo,https://opencontext.org/projects/df043419-f23b-41da-7e4d-ee52af22f92f,Europe,Italy,Vescovado di Murlo,Upper Vescovado,Vescoavdo 6,"2006, ID:583",Locus 6,https://opencontext.org/subjects/992774fa-dc62-4ae5-82ae-19cfc4ce7b76,43.17112007224395,11.391127987160521,-535,-50,Object,https://opencontext.org/static/oc/icons-v2/object-icon-draft-2.svg,"https://iiif.archive.org/iiif/opencontext-24-20060189slagjpg/full/150,/0/default.jpg",2012-12-28T00:00:00Z,2024-01-31T16:39:04Z,iron (metal),https://vocab.getty.edu/aat/300011002,,,,,,,Iron,,Unclassified / Debris / Misc.,2006,Iron,Unclassified / Debris / Misc.
PC 19830056,http://opencontext.org/subjects/dc2ed12e-9a54-4368-86c9-149c51ce2cad,https://n2t.net/ark:/28722/k2w66f800,Murlo,https://opencontext.org/projects/df043419-f23b-41da-7e4d-ee52af22f92f,Europe,Italy,Poggio Civitate,Tesoro,Tesoro 26,"1983, ID:116",,https://opencontext.org/subjects/e41e9373-bad4-4064-a200-bfeaeca5fabd,43.15263639300543,11.401862528196519,-700,-535,Object,https://opencontext.org/static/oc/icons-v2/object-icon-draft-2.svg,"https://iiif.archive.org/iiif/opencontext-24-19830056topjpg/full/150,/0/default.jpg",2012-12-28T00:00:00Z,2024-01-31T11:12:05Z,ivory (material),https://vocab.getty.edu/aat/300011857,inlays (decorations),https://vocab.getty.edu/aat/300256033,,,,,Ivory,,Ornament::Inlay / Inset,1983,Ivory,Ornament
PC 19750002,http://opencontext.org/subjects/474c4463-db5f-4c4f-a9f8-fe5e24093e94,https://n2t.net/ark:/28722/k2hm56h12,Murlo,https://opencontext.org/projects/df043419-f23b-41da-7e4d-ee52af22f92f,Europe,Italy,Poggio Civitate,Agger,Agger 10,"1975, ID:267",,https://opencontext.org/subjects/db69d0be-81b5-4edb-dd42-ccd4a1c294d8,43.152965274563634,11.401189931168961,-700,-535,Architectural Element,https://opencontext.org/static/oc/icons-v2/noun-architecture-column-3507450.svg,https://storage.googleapis.com/opencontext-media/internet-archive/ia-thumbnails/24-19750002bwjpg.jpg,2012-12-28T00:00:00Z,2024-01-31T23:18:50Z,terracotta (clay material),https://vocab.getty.edu/aat/300010669,cymas,https://vocab.getty.edu/aat/300003517,,,Terracotta,https://en.wikipedia.org/wiki/Terracotta,Terracotta,,Architectural::Lateral Sima,1975,Terracotta,Architectural
PC 20220058,http://opencontext.org/subjects/a9fa9e86-0329-43c7-b022-3dc3c4e4199c,https://n2t.net/ark:/28722/k2hh6zx9r,Murlo,https://opencontext.org/projects/df043419-f23b-41da-7e4d-ee52af22f92f,Europe,Italy,Poggio Civitate,Civitate A,Civitate A92,CA92 2022,Locus 5,https://opencontext.org/subjects/d5961705-539b-4043-becb-48b47a8c6f09,43.15336384951152,11.399855252897751,-700,-535,Object,https://opencontext.org/static/oc/icons-v2/object-icon-draft-2.svg,https://artiraq.org/static/opencontext/poggio-civitate/2022-media/thumbs/cat-1659002471428.jpg,2007-01-01T00:00:00Z,2023-10-07T07:31:13Z,,,spools,https://vocab.getty.edu/aat/300023528,,,,,Fine Impasto,,Textile Related::Rocchetto,2022,Fine Impasto,Textile Related
PC 19710623,http://opencontext.org/subjects/b6fc7c35-8fed-4281-ac12-8ee8e173002e,https://n2t.net/ark:/28722/k25b0dt1t,Murlo,https://opencontext.org/projects/df043419-f23b-41da-7e4d-ee52af22f92f,Europe,Italy,Poggio Civitate,Tesoro Rectangle,Tesoro Rectangle 8,"1971, ID:286",,https://opencontext.org/subjects/f81f3432-2a5c-40e4-ce78-b40e4be7a3f7,43.153338120408755,11.401364388799408,-700,-535,Object,https://opencontext.org/static/oc/icons-v2/object-icon-draft-2.svg,"https://iiif.archive.org/iiif/opencontext-24-19710623bwjpg/full/150,/0/default.jpg",2012-12-28T00:00:00Z,2024-01-31T14:04:44Z,bronze (metal),https://vocab.getty.edu/aat/300010957,nails (fasteners),https://vocab.getty.edu/aat/300033565,,,,,Bronze,,Fastener::Nail,1971,Bronze,Fastener
PC 20010059,http://opencontext.org/subjects/c52c23ac-4e5f-4d3e-5d16-1781cd4b77d1,https://n2t.net/ark:/28722/k27h1jk50,Murlo,https://opencontext.org/projects/df043419-f23b-41da-7e4d-ee52af22f92f,Europe,Italy,Poggio Civitate,Tesoro,Tesoro 28 South,"2001, ID:460",,https://opencontext.org/subjects/14be93ae-020d-42e2-24ad-604be3c60f89,43.152391776434875,11.401936732164334,-700,-535,Object,https://opencontext.org/static/oc/icons-v2/object-icon-draft-2.svg,https://storage.googleapis.com/opencontext-media/internet-archive/ia-thumbnails/24-20010059sidejpg.jpg,2012-12-28T00:00:00Z,2024-01-31T04:43:29Z,Impasto (pottery),https://en.wikipedia.org/wiki/Impasto_(pottery),spools,https://vocab.getty.edu/aat/300023528,,,,,Impasto,,Textile Related::Rocchetto,2001,Impasto,Textile Related
PC 20130257,http://opencontext.org/subjects/04b95e46-4874-4d55-8b77-f69a38c24b92,https://n2t.net/ark:/28722/k27d3605z,Murlo,https://opencontext.org/projects/df043419-f23b-41da-7e4d-ee52af22f92f,Europe,Italy,Poggio Civitate,Civitate A,Civitate A73,"2013, ID:665",Locus 11,https://opencontext.org/subjects/56b49ed8-6063-41ae-94e0-7fef477f8d4a,43.15296723446929,11.400438152019879,-700,-535,Object,https://opencontext.org/static/oc/icons-v2/object-icon-draft-2.svg,,2017-10-04T04:37:26Z,2023-10-07T07:28:50Z,bronze (metal),https://vocab.getty.edu/aat/300010957,tacks,https://vocab.getty.edu/aat/300036430,,,,,Bronze,,Fastener::Tack,2013,Bronze,Fastener
PC 19680140,http://opencontext.org/subjects/1df75f7f-5ee5-44c0-3809-d1db22104663,https://n2t.net/ark:/28722/k29c6x17g,Murlo,https://opencontext.org/projects/df043419-f23b-41da-7e4d-ee52af22f92f,Europe,Italy,Poggio Civitate,Tesoro,Tesoro 5E,"1968, ID:48",,https://opencontext.org/subjects/f1c8ede7-b1ab-41fe-998f-820c5f85074c,43.15325846203654,11.401463381713793,-700,-535,Architectural Element,https://opencontext.org/static/oc/icons-v2/noun-architecture-column-3507450.svg,https://storage.googleapis.com/opencontext-media/internet-archive/ia-thumbnails/24-19680140jpg.jpg,2012-12-28T00:00:00Z,2024-01-31T15:25:56Z,clay,https://vocab.getty.edu/aat/300010439,plaques (flat objects),https://vocab.getty.edu/aat/300010262,,,,,Clay,,Architectural::Frieze Plaque,1968,Clay,Architectural
PC 19850045,http://opencontext.org/subjects/7fa48f65-ddae-4e01-e116-ef2a8db4fed4,https://n2t.net/ark:/28722/k2cj8ck2q,Murlo,https://opencontext.org/projects/df043419-f23b-41da-7e4d-ee52af22f92f,Europe,Italy,Poggio Civitate,Tesoro,Tesoro 26,"1985, ID:119",,https://opencontext.org/subjects/1715f935-44f4-46b0-458a-ca73117b66f7,43.15263780683498,11.401889959430449,-700,-535,Object,https://opencontext.org/static/oc/icons-v2/object-icon-draft-2.svg,https://storage.googleapis.com/opencontext-media/internet-archive/ia-thumbnails/24-19850045jpg.jpg,2012-12-28T00:00:00Z,2024-01-31T15:09:12Z,ivory (material),https://vocab.getty.edu/aat/300011857,plaques (flat objects),https://vocab.getty.edu/aat/300010262,,,,,Ivory,,Ornament::Plaque,1985,Ivory,Ornament
PC 19760039,http://opencontext.org/subjects/89624c98-2db0-4a17-5086-ed28be98c751,https://n2t.net/ark:/28722/k2gm8mh5s,Murlo,https://opencontext.org/projects/df043419-f23b-41da-7e4d-ee52af22f92f,Europe,Italy,Poggio Civitate,Tesoro Rectangle,Tesoro Rectangle 10,"1976, ID:290",,https://opencontext.org/subjects/5e978f37-6ff0-4e05-7d7e-62b5ab2c918f,43.15320413555701,11.401273617910949,-700,-535,Pottery,https://opencontext.org/static/oc/icons-v2/noun-pottery-2956136.svg,"https://iiif.archive.org/iiif/opencontext-24-19760039bwjpg/full/150,/0/default.jpg",2012-12-28T00:00:00Z,2024-01-31T14:28:40Z,,,pottery (visual works),https://vocab.getty.edu/aat/300010666,,,,,Italo-Corinthian Ware,,Vessel,1976,Italo-Corinthian Ware,Vessel
PC 19880074,http://opencontext.org/subjects/34c003f2-215d-41ea-1534-6d8cb51bdb24,https://n2t.net/ark:/28722/k2wh2jd51,Murlo,https://opencontext.org/projects/df043419-f23b-41da-7e4d-ee52af22f92f,Europe,Italy,Poggio Civitate,Tesoro,Tesoro 26,"1988, ID:130",,https://opencontext.org/subjects/c6841408-c4d0-4f1f-b163-0f093bd2ec6f,43.15263816065643,11.402209653285961,-700,-535,Pottery,https://opencontext.org/static/oc/icons-v2/noun-pottery-2956136.svg,https://storage.googleapis.com/opencontext-media/internet-archive/ia-thumbnails/24-19880074jpg.jpg,2012-12-28T00:00:00Z,2024-01-31T16:58:04Z,bucchero ware,https://vocab.getty.edu/aat/300387149,,,,,Bucchero,https://en.wikipedia.org/wiki/Bucchero,Bucchero,,Vessel,1988,Bucchero,Vessel
VdM20165008,http://opencontext.org/subjects/3c5b44b7-85bb-446c-9403-b1be3d22ab12,https://n2t.net/ark:/28722/k2v411p6d,Murlo,https://opencontext.org/projects/df043419-f23b-41da-7e4d-ee52af22f92f,Europe,Italy,Vescovado di Murlo,Upper Vescovado,Vescovado 12,"2016, ID:720",Locus 4,https://opencontext.org/subjects/e4274cf9-83de-436a-b298-cf52372dbbe4,43.17111467258137,11.391078486984629,-535,-50,Object,https://opencontext.org/static/oc/icons-v2/object-icon-draft-2.svg,https://artiraq.org/static/opencontext/poggio-civitate/to-2017/thumbs/20165008b.jpg,2017-10-04T04:43:21Z,2023-10-07T07:53:36Z,plaster,https://vocab.getty.edu/aat/300014922,,,,,,,Plaster,,Unclassified / Debris / Misc.,2016,Plaster,Unclassified / Debris / Misc.
PC 20090204,http://opencontext.org/subjects/17d1dedf-1c47-4fdd-9667-8fc2782702d3,https://n2t.net/ark:/28722/k2c53k03c,Murlo,https://opencontext.org/projects/df043419-f23b-41da-7e4d-ee52af22f92f,Europe,Italy,Poggio Civitate,Tesoro,Tesoro 54,"2009, ID:614",Locus 5,https://opencontext.org/subjects/d80951f0-c2db-47ff-a38d-4856e0eeb61d,43.1527569899414,11.401831883180163,-700,-535,Object,https://opencontext.org/static/oc/icons-v2/object-icon-draft-2.svg,"https://iiif.archive.org/iiif/opencontext-24-20090204jpg/full/150,/0/default.jpg",2012-12-28T00:00:00Z,2024-02-01T02:54:29Z,iron (metal),https://vocab.getty.edu/aat/300011002,rods (object genre),https://vocab.getty.edu/aat/300014669,,,,,Iron,,Shaped Object::Bar / Rod / Shaft,2009,Iron,Shaped Object
PC 19840135,http://opencontext.org/subjects/80bd2713-75b6-4358-04c9-9023dde62eff,https://n2t.net/ark:/28722/k2dz07186,Murlo,https://opencontext.org/projects/df043419-f23b-41da-7e4d-ee52af22f92f,Europe,Italy,Poggio Civitate,Tesoro,Tesoro 26,"1984, ID:117",,https://opencontext.org/subjects/ac23fdfa-a661-4eaf-5b68-64409f2dee3c,43.15261790506518,11.402051712968088,-700,-535,Object,https://opencontext.org/static/oc/icons-v2/object-icon-draft-2.svg,https://storage.googleapis.com/opencontext-media/internet-archive/ia-thumbnails/24-19840135jpg.jpg,2012-12-28T00:00:00Z,2024-01-31T05:38:20Z,ivory (material),https://vocab.getty.edu/aat/300011857,,,,,,,Ivory,,Production Material::Worked Ivory,1984,Ivory,Production Material
PC 20140065,http://opencontext.org/subjects/ba53e5fc-27bd-4a28-a8dd-aa41f1e778ef,https://n2t.net/ark:/28722/k2gb2d816,Murlo,https://opencontext.org/projects/df043419-f23b-41da-7e4d-ee52af22f92f,Europe,Italy,Poggio Civitate,Tesoro,Tesoro 67,"2014, ID:684",Locus 5,https://opencontext.org/subjects/cc3100a3-f455-476c-9103-1447ac440f65,43.152797313349474,11.401890059518916,-700,-535,Architectural Element,https://opencontext.org/static/oc/icons-v2/noun-architecture-column-3507450.svg,,2017-10-04T04:30:32Z,2023-10-07T07:29:08Z,terracotta (clay material),https://vocab.getty.edu/aat/300010669,,,,,Terracotta,https://en.wikipedia.org/wiki/Terracotta,Terracotta,,Architectural::Unspecified / Misc.,2014,Terracotta,Architectural
PC 19830032,http://opencontext.org/subjects/d42e0d65-dd3c-4425-4440-14492e4fc29e,https://n2t.net/ark:/28722/k2s75bj7r,Murlo,https://opencontext.org/projects/df043419-f23b-41da-7e4d-ee52af22f92f,Europe,Italy,Poggio Civitate,Tesoro,Tesoro 26,"1983, ID:116",,https://opencontext.org/subjects/e41e9373-bad4-4064-a200-bfeaeca5fabd,43.1526161369317,11.401704587976555,-700,-535,Architectural Element,https://opencontext.org/static/oc/icons-v2/noun-architecture-column-3507450.svg,"https://iiif.archive.org/iiif/opencontext-24-19830032bwbjpg/full/150,/0/default.jpg",2012-12-28T00:00:00Z,2024-01-31T04:27:14Z,terracotta (clay material),https://vocab.getty.edu/aat/300010669,cover tile,https://vocab.getty.edu/aat/300162681,,,Terracotta,https://en.wikipedia.org/wiki/Terracotta,Terracotta,,Architectural::Cover Tile,1983,Terracotta,Architectural
PC 19830055,http://opencontext.org/subjects/d4afbfc5-df45-444d-4a6a-ebfc8b6cf5b8,https://n2t.net/ark:/28722/k2rf5qf5r,Murlo,https://opencontext.org/projects/df043419-f23b-41da-7e4d-ee52af22f92f,Europe,Italy,Poggio Civitate,Tesoro,Tesoro 26,"1983, ID:116",,https://opencontext.org/subjects/e41e9373-bad4-4064-a200-bfeaeca5fabd,43.152617732542474,11.401891866264535,-700,-535,Object,https://opencontext.org/static/oc/icons-v2/object-icon-draft-2.svg,"https://iiif.archive.org/iiif/opencontext-24-19830055topjpg/full/150,/0/default.jpg",2012-12-28T00:00:00Z,2024-01-31T20:25:51Z,ivory (material),https://vocab.getty.edu/aat/300011857,inlays (decorations),https://vocab.getty.edu/aat/300256033,,,,,Ivory,,Ornament::Inlay / Inset,1983,Ivory,Ornament
PC 19680291,http://opencontext.org/subjects/04df88f6-e3bb-4073-d081-e9e341569c70,https://n2t.net/ark:/28722/k2jw86p8w,Murlo,https://opencontext.org/projects/df043419-f23b-41da-7e4d-ee52af22f92f,Europe,Italy,Poggio Civitate,Civitate A,Civitate A 2I,"1968, ID:162",,https://opencontext.org/subjects/e25f27c3-cdfc-4d39-9b9a-a749a8a80f64,43.153261019136664,11.400820930088997,-700,-535,Architectural Element,https://opencontext.org/static/oc/icons-v2/noun-architecture-column-3507450.svg,https://storage.googleapis.com/opencontext-media/internet-archive/ia-thumbnails/24-19680291bwjpg.jpg,2012-12-28T00:00:00Z,2024-01-31T06:15:24Z,clay,https://vocab.getty.edu/aat/300010439,antefixes,https://vocab.getty.edu/aat/300002217,Antefix,https://en.wikipedia.org/wiki/Antefix,,,Clay,,Architectural::Antefix,1968,Clay,Architectural
PC 19840136,http://opencontext.org/subjects/7c194e21-235f-4b71-8e76-0237cc634cb5,https://n2t.net/ark:/28722/k2q52x48f,Murlo,https://opencontext.org/projects/df043419-f23b-41da-7e4d-ee52af22f92f,Europe,Italy,Poggio Civitate,Tesoro,Tesoro 26,"1984, ID:117",,https://opencontext.org/subjects/ac23fdfa-a661-4eaf-5b68-64409f2dee3c,43.152594833649395,11.401850069243821,-700,-535,Pottery,https://opencontext.org/static/oc/icons-v2/noun-pottery-2956136.svg,,2017-10-04T04:36:57Z,2023-10-07T07:13:17Z,,,bowls (vessels),https://vocab.getty.edu/aat/300203596,pottery (visual works),https://vocab.getty.edu/aat/300010666,,,Red Ware,,Vessel,1984,Red Ware,Vessel
PC 20130249,http://opencontext.org/subjects/e9eb7363-df15-4d0a-8530-80cf0a43afee,https://n2t.net/ark:/28722/k2ms41t2s,Murlo,https://opencontext.org/projects/df043419-f23b-41da-7e4d-ee52af22f92f,Europe,Italy,Poggio Civitate,Civitate A,Civitate A83,"2013, ID:671",Locus 9,https://opencontext.org/subjects/87a83f87-0acd-43bb-a79b-3e45d3ed486f,43.152926106056455,11.400256125851822,-700,-535,Object,https://opencontext.org/static/oc/icons-v2/object-icon-draft-2.svg,,2017-10-04T04:19:57Z,2023-10-07T07:28:48Z,bronze (metal)|iron (metal),https://vocab.getty.edu/aat/300010957|https://vocab.getty.edu/aat/300011002,sheets (flat objects),https://vocab.getty.edu/aat/300014671,,,,,Bronze|Iron,,Shaped Object::Sheet,2013,Bronze,Shaped Object
PC 19720342,http://opencontext.org/subjects/f3df3c11-e824-465e-1035-59836372583e,https://n2t.net/ark:/28722/k2pk0sw96,Murlo,https://opencontext.org/projects/df043419-f23b-41da-7e4d-ee52af22f92f,Europe,Italy,Poggio Civitate,Tesoro Rectangle,Tesoro Rectangle 7,"1972, ID:284",,https://opencontext.org/subjects/53eb84d5-7033-4c0a-3473-1703ac111198,43.153392340144,11.401394134773552,-700,-535,Pottery,https://opencontext.org/static/oc/icons-v2/noun-pottery-2956136.svg,https://storage.googleapis.com/opencontext-media/internet-archive/ia-thumbnails/24-19720342illjpg.jpg,2012-12-28T00:00:00Z,2024-01-31T09:43:15Z,bucchero ware,https://vocab.getty.edu/aat/300387149,"plates (general, dishes)",https://vocab.getty.edu/aat/300042991,,,Bucchero,https://en.wikipedia.org/wiki/Bucchero,Bucchero,,Vessel,1972,Bucchero,Vessel
PC 19810120,http://opencontext.org/subjects/330c5293-b4cf-4461-492b-3fd6085ba81b,https://n2t.net/ark:/28722/k2vx0b33m,Murlo,https://opencontext.org/projects/df043419-f23b-41da-7e4d-ee52af22f92f,Europe,Italy,Poggio Civitate,Tesoro,Tesoro 26,"1981, ID:109",,https://opencontext.org/subjects/c4e13506-ccfb-4538-8307-412eab609cab,43.15272865370982,11.402008101370743,-700,-535,Pottery,https://opencontext.org/static/oc/icons-v2/noun-pottery-2956136.svg,"https://iiif.archive.org/iiif/opencontext-24-19810120bhgjpg/full/150,/0/default.jpg",2012-12-28T00:00:00Z,2024-01-31T17:20:42Z,,,pottery (visual works),https://vocab.getty.edu/aat/300010666,,,,,Italo-Corinthian Ware,,Vessel,1981,Italo-Corinthian Ware,Vessel
