label,uri,page_id,node_id,resource_pk,resource_id,preferred_canonical_for_page,gbif_id,gbif_rel_method,gbif_uri,gbif_can_name,gbif_vern_name
Lotidae,http://eol.org/pages/5504,5504,62123862.0,Lotidae,767.0,Lotidae,,,,,
Esociformes,http://eol.org/pages/5507,5507,62097420.0,Esociformes,767.0,Esociformes,,,,,
Esocidae,http://eol.org/pages/5509,5509,62097432.0,Esocidae,767.0,Esocidae,,,,,
Megalopidae,http://eol.org/pages/5511,5511,62097439.0,Megalopidae,767.0,Megalopidae,,,,,
Clupeidae,http://eol.org/pages/6893,6893,62097446.0,Clupeidae,767.0,Clupeidae,,,,,
Clupeidae,http://eol.org/pages/6893,6893,62122897.0,Dussumieriidae,767.0,Clupeidae,,,,,
"Potamoidea Ortmann, 1896",http://eol.org/pages/7195,7195,,,,,,,,,
"Potamidae Ortmann, 1896",http://eol.org/pages/7196,7196,62024456.0,Potamidae,767.0,Potamidae,,,,,
Ranidae,http://eol.org/pages/7511,7511,62125793.0,Ranidae,767.0,Ranidae,,,,,
Mimidae,http://eol.org/pages/7535,7535,62156469.0,Mimidae,767.0,Mimidae,,,,,
Icteridae,http://eol.org/pages/7543,7543,62151013.0,Icteridae,767.0,Icteridae,,,,,
Hirundinidae,http://eol.org/pages/7544,7544,62153328.0,Hirundinidae,767.0,Hirundinidae,,,,,
Fringillidae,http://eol.org/pages/7548,7548,62152796.0,Fringillidae,767.0,Fringillidae,,,,,
Emberizidae,http://eol.org/pages/7553,7553,62151024.0,Emberizidae,767.0,Emberizidae,,,,,
Corvidae,http://eol.org/pages/7557,7557,62150292.0,Corvidae,767.0,Corvidae,,,,,
Cardinalidae,http://eol.org/pages/7566,7566,62153094.0,Cardinalidae,767.0,Cardinalidae,,,,,
Bombycillidae,http://eol.org/pages/7568,7568,62151199.0,Bombycillidae,767.0,Bombycillidae,,,,,
Gruiformes,http://eol.org/pages/7578,7578,61554905.0,Gruiformes,767.0,Gruiformes,,,,,
Rallidae,http://eol.org/pages/7581,7581,62146627.0,Rallidae,767.0,Rallidae,,,,,
Otididae,http://eol.org/pages/7582,7582,62146810.0,Otididae,767.0,Otididae,,,,,
Gruidae,http://eol.org/pages/7586,7586,62146855.0,Gruidae,767.0,Gruidae,,,,,
Galliformes,http://eol.org/pages/7589,7589,61394377.0,Galliformes,767.0,Galliformes,,,,,
Odontophoridae,http://eol.org/pages/7590,7590,62146562.0,Odontophoridae,767.0,Odontophoridae,,,,,
Grouse and Allies,http://eol.org/pages/7591,7591,61394378.0,Phasianidae,767.0,Phasianidae,,,,,
Cuculiformes,http://eol.org/pages/7596,7596,61554380.0,Cuculiformes,767.0,Cuculiformes,,,,,
Cuculidae,http://eol.org/pages/7598,7598,62092616.0,Cuculidae,767.0,Cuculidae,,,,,
Cracidae,http://eol.org/pages/7600,7600,62150216.0,Cracidae,767.0,Cracidae,,,,,
Coraciiformes,http://eol.org/pages/7602,7602,61528380.0,Coraciiformes,767.0,Coraciiformes,,,,,
Didelphimorphia,http://eol.org/pages/7621,7621,62137126.0,Didelphimorphia,767.0,Didelphimorphia,,,,,
Didelphidae,http://eol.org/pages/7622,7622,62137127.0,Didelphidae,767.0,Didelphidae,,,,,
Cingulata,http://eol.org/pages/7629,7629,62398452.0,Cingulata,767.0,Cingulata,,,,,
Cingulata,http://eol.org/pages/7629,7629,62137605.0,Cingulata,767.0,Cingulata,,,,,
Dasypodidae,http://eol.org/pages/7630,7630,62137606.0,Dasypodidae,767.0,Dasypodidae,,,,,
Chiroptera (Bats),http://eol.org/pages/7631,7631,62079943.0,Chiroptera,767.0,Chiroptera,,,,,
Vespertilionidae,http://eol.org/pages/7632,7632,62079944.0,Vespertilionidae,767.0,Vespertilionidae,,,,,
Phyllostomidae,http://eol.org/pages/7637,7637,62132975.0,Phyllostomidae,767.0,Phyllostomidae,,,,,
